Date,GLD Close,LBMA Gold Price,NAV per GLD in Gold,NAV/share at 10.30 a.m. NYT,Indicative Price of GLD at 4.15 p.m. NYT,Mid point of bid/ask spread at 4.15 p.m. NYT#,Premium/Discount of GLD mid point v Indicative Value of GLD at 4.15 p.m. NYT,Daily Share Volume,Total Net Asset Value Ounces in the Trust as at 4.15 p.m. NYT,Total Net Asset Value Tonnes in the Trust as at 4.15 p.m. NYT,Total Net Asset Value in the Trust
11-May-10,120.68,"$1,222.50",97.85792,119.6313,120.688,$120.65,-0.03%,36555120,38328825.17,1192.15,4.68E+10
12-May-10,121.41,"$1,237.50",97.85709,121.0981,121.402,$121.39,-0.01%,32544853,38886610.58,1209.5,4.81E+10
13-May-10,120.54,"$1,237.50",97.85602,121.0968,120.725,$120.57,-0.13%,22158209,38886610.58,1209.5,4.81E+10
14-May-10,120.4,"$1,236.50",97.85493,120.9976,120.499,$120.39,-0.09%,34615690,39033392.98,1214.06,4.83E+10
17-May-10,119.36,"$1,236.00",97.8517,120.9447,119.34,$119.38,0.03%,27719822,39131244.68,1217.11,4.84E+10
18-May-10,119.42,"$1,216.75",97.85023,119.0593,119.465,$119.44,-0.02%,26334549,39131244.68,1217.11,4.76E+10
19-May-10,116.66,"$1,195.00",97.84867,116.9292,116.714,$116.65,-0.05%,34231101,39229093.35,1220.15,4.69E+10
20-May-10,115.84,"$1,192.00",97.84752,116.6342,115.705,$115.85,0.13%,34231101,39229093.35,1220.15,4.67E+10
21-May-10,115.22,"$1,179.75",97.84614,115.434,115.204,$115.22,0.01%,19962755,39229093.35,1220.15,4.63E+10
24-May-10,116.84,"$1,187.00",97.84313,116.1398,116.795,$116.82,0.02%,14213899,39767230.56,1236.89,4.72E+10
25-May-10,117.36,"$1,198.25",97.84237,117.2396,117.313,$117.35,0.03%,21170717,40745654.26,1267.32,4.88E+10
26-May-10,118.44,"$1,212.00",97.84168,118.5841,118.467,$118.48,0.01%,13096895,40755438.43,1267.63,4.94E+10
27-May-10,118.69,"$1,211.00",97.84058,118.4849,118.622,$118.66,0.03%,10444330,40765222.49,1267.93,4.93E+10
28-May-10,118.85,"$1,207.50",97.8394,118.1411,118.777,$118.85,0.06%,11514739,40765222.49,1267.93,4.92E+10
31-May-10,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
1-Jun-10,119.91,"$1,227.75",97.83576,120.1179,119.888,$119.90,0.01%,12145987,40775006.06,1268.23,5.00E+10
2-Jun-10,119.78,"$1,215.00",97.83427,118.8686,119.642,$119.76,0.10%,10335069,40784789.49,1268.54,4.95E+10
3-Jun-10,117.9,"$1,215.00",97.8332,118.8673,118.075,$117.93,-0.12%,13831251,41469621.89,1289.84,5.04E+10
4-Jun-10,119.22,"$1,203.50",97.83173,117.7405,119.091,$119.20,0.09%,16507599,41357740.75,1286.36,4.98E+10
7-Jun-10,121.46,"$1,215.00",97.82863,118.8618,121.435,$121.46,0.02%,19488145,41357740.75,1286.36,5.02E+10
8-Jun-10,121,"$1,246.00",97.82789,121.8935,120.994,$121.02,0.02%,23375420,41749052.31,1298.53,5.20E+10
9-Jun-10,121,"$1,233.50",97.82667,120.6692,120.611,$120.57,-0.03%,12740673,41749052.31,1298.53,5.15E+10
10-Jun-10,118.95,"$1,217.50",97.8254,119.1024,118.965,$118.96,0.00%,13648018,41993615.81,1306.14,5.11E+10
11-Jun-10,120.01,"$1,220.00",97.82437,119.3457,120.021,$120.02,0.00%,7717246,41993615.81,1306.14,5.12E+10
14-Jun-10,119.6,"$1,223.75",97.82121,119.7087,119.674,$119.62,-0.05%,11006324,41993615.81,1306.14,5.14E+10
15-Jun-10,121.02,"$1,225.00",97.82016,119.8297,120.964,$121.02,0.05%,14264569,41993615.81,1306.14,5.14E+10
16-Jun-10,120.33,"$1,234.50",97.81925,120.7579,120.367,$120.35,-0.01%,10308000,41993615.81,1306.14,5.18E+10
17-Jun-10,121.91,"$1,245.00",97.81837,121.7839,121.813,$121.88,0.05%,19628304,42052306.83,1307.96,5.23E+10
18-Jun-10,122.83,"$1,256.00",97.8175,122.8588,122.849,$122.82,-0.02%,19249330,42052306.83,1307.96,5.28E+10
21-Jun-10,120.39,"$1,254.50",97.81425,122.708,120.439,$120.41,-0.02%,20045231,42052306.83,1307.96,5.27E+10
22-Jun-10,121.45,"$1,236.00",97.81277,120.8966,121.435,$121.44,0.00%,12896992,42218588.54,1313.13,5.22E+10
23-Jun-10,120.97,"$1,226.50",97.81148,119.9658,120.934,$120.97,0.03%,14129896,42218588.54,1313.13,5.18E+10
24-Jun-10,121.3,"$1,236.25",97.81064,120.9184,121.217,$121.27,0.04%,13115967,42316394.92,1316.18,5.23E+10
25-Jun-10,122.76,"$1,254.00",97.81,122.6537,122.664,$122.77,0.09%,9910847,42316394.92,1316.18,5.30E+10
28-Jun-10,121.09,"$1,261.00",97.80697,123.3346,121.153,$121.12,-0.03%,19342797,42316394.92,1316.18,5.33E+10
29-Jun-10,121.27,"$1,234.50",97.80516,120.7405,121.249,$121.26,0.01%,17277767,42453322.14,1320.44,5.24E+10
30-Jun-10,121.68,"$1,244.00",97.80437,121.6686,121.62,$121.66,0.03%,11964519,42453322.14,1320.44,5.28E+10
1-Jul-10,117.04,"$1,234.00",97.803,120.6889,117.197,$117.06,-0.12%,33198811,42414200.94,1319.22,5.23E+10
2-Jul-10,118.47,"$1,201.50",97.80089,117.5078,118.456,$118.48,0.02%,14698801,42404420.86,1318.91,5.09E+10
5-Jul-10,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
6-Jul-10,116.51,"$1,195.00",97.79636,116.8666,116.534,$116.54,0.01%,16802854,42326183.77,1316.48,5.06E+10
7-Jul-10,117.73,"$1,193.25",97.79522,116.6941,117.657,$117.72,0.05%,10859669,42326183.77,1316.48,5.05E+10
8-Jul-10,117.2,"$1,193.50",97.79416,116.7173,117.099,$117.22,0.10%,11299133,42311864.02,1316.04,5.05E+10
9-Jul-10,118.35,"$1,208.75",97.79327,118.2076,118.281,$118.34,0.05%,9585367,42262967.38,1314.51,5.11E+10
12-Jul-10,117.34,"$1,205.50",97.79,117.8858,117.201,$117.36,0.14%,7455425,42272746.38,1314.82,5.10E+10
13-Jul-10,118.36,"$1,216.00",97.78909,118.9115,118.648,$118.37,-0.23%,8150946,42272746.38,1314.82,5.14E+10
14-Jul-10,118.3,"$1,207.00",97.78788,118.03,118.284,$118.31,0.02%,9351497,42272746.38,1314.82,5.10E+10
15-Jul-10,118.23,"$1,208.00",97.78682,118.1265,118.156,$118.24,0.07%,8564698,42253189.02,1314.21,5.10E+10
16-Jul-10,116.65,"$1,189.25",97.78541,116.2913,116.443,$116.67,0.20%,16975270,42253189.02,1314.21,5.02E+10
19-Jul-10,115.73,"$1,181.00",97.78202,115.4806,115.666,$115.77,0.09%,15689062,42253189.02,1314.21,4.99E+10
20-Jul-10,116.63,"$1,183.00",97.78099,115.6749,116.584,$116.61,0.02%,9232968,42057627.04,1308.13,4.97E+10
21-Jul-10,115.85,"$1,191.50",97.78012,116.505,115.83,$115.84,0.01%,9105216,42057627.04,1308.13,5.01E+10
22-Jul-10,116.9,"$1,199.50",97.77923,117.2862,116.895,$116.86,-0.03%,8130168,41862068.58,1302.05,5.02E+10
23-Jul-10,116.08,"$1,190.50",97.77794,116.4046,116.18,$116.06,-0.10%,8217577,41862068.58,1302.05,4.98E+10
26-Jul-10,115.5,"$1,183.50",97.77453,115.7162,115.501,$115.54,0.03%,11180347,41852291.13,1301.74,4.95E+10
27-Jul-10,113.51,"$1,168.00",97.77301,114.1989,113.368,$113.52,0.13%,29342248,41822959.22,1300.83,4.88E+10
28-Jul-10,113.78,"$1,157.00",97.7716,113.1217,113.542,$113.75,0.18%,16009570,41226552.46,1282.28,4.77E+10
29-Jul-10,114.31,"$1,162.50",97.77071,113.6584,114.265,$114.28,0.01%,17775000,41226552.46,1282.28,4.79E+10
30-Jul-10,115.49,"$1,169.00",97.76985,114.293,115.427,$115.49,0.05%,17502900,41226552.46,1282.28,4.82E+10
2-Aug-10,115.54,"$1,188.50",97.76731,116.1965,115.551,$115.55,0.00%,17498500,41226552.46,1282.28,4.90E+10
3-Aug-10,116.05,"$1,187.50",97.76621,116.0974,116.048,$116.05,0.00%,5503297,41226552.46,1282.28,4.89E+10
4-Aug-10,116.72,"$1,199.50",97.76557,117.2698,116.889,$116.71,-0.15%,10314975,41212238.29,1281.83,4.94E+10
5-Aug-10,116.98,"$1,192.50",97.76444,116.5841,116.887,$116.98,0.08%,6998805,41241567.62,1282.75,4.92E+10
6-Aug-10,117.84,"$1,207.75",97.7635,118.0739,117.893,$117.86,-0.03%,9795536,41241567.62,1282.75,4.98E+10
9-Aug-10,117.4,"$1,203.00",97.76023,117.6056,117.41,$117.41,0.00%,6737735,41241567.62,1282.75,4.96E+10
10-Aug-10,117.73,"$1,192.50",97.75903,116.5776,117.878,$117.75,-0.11%,10385334,41241567.62,1282.75,4.92E+10
11-Aug-10,117.34,"$1,205.50",97.75813,117.8474,117.144,$117.32,0.15%,12372395,41339325.75,1285.79,4.98E+10
12-Aug-10,118.76,"$1,213.00",97.75717,118.5794,118.687,$118.75,0.05%,12267640,41368652.91,1286.7,5.02E+10
13-Aug-10,118.74,"$1,214.25",97.75611,118.7004,118.735,$118.78,0.04%,10130373,41368652.91,1286.7,5.02E+10
16-Aug-10,119.73,"$1,223.50",97.75306,119.6009,119.747,$119.71,-0.03%,10130373,41368652.91,1286.7,5.06E+10
17-Aug-10,119.79,"$1,226.00",97.75203,119.844,119.815,$119.74,-0.06%,9105628,41622808.6,1294.6,5.10E+10
18-Aug-10,120.22,"$1,218.00",97.75081,119.0605,120.175,$120.25,0.06%,12088143,41652133.84,1295.52,5.07E+10
19-Aug-10,120.35,"$1,233.50",97.75004,120.5747,120.408,$120.39,-0.02%,10005312,41779208.89,1299.47,5.15E+10
20-Aug-10,119.98,"$1,223.50",97.74877,119.5956,120.065,$119.99,-0.06%,10540574,41779208.89,1299.47,5.11E+10
23-Aug-10,119.78,"$1,226.00",97.74561,119.8361,119.944,$119.79,-0.13%,4889828,41779204.46,1299.47,5.12E+10
24-Aug-10,120.37,"$1,222.00",97.74445,119.4437,120.294,$120.37,0.06%,14503239,41730332.24,1297.95,5.10E+10
25-Aug-10,121.36,"$1,237.50",97.74376,120.9579,121.28,$121.35,0.06%,14001223,41730332.24,1297.95,5.16E+10
26-Aug-10,120.96,"$1,237.00",97.74267,120.9077,120.888,$120.97,0.07%,8615470,41730332.24,1297.95,5.16E+10
27-Aug-10,121.01,"$1,235.00",97.74155,120.7108,120.799,$121.03,0.19%,11147373,41749880.55,1298.56,5.15E+10
30-Aug-10,120.91,"$1,235.00",97.73834,120.7068,120.912,$120.94,0.02%,4359668,41749880.55,1298.56,5.15E+10
31-Aug-10,122.07,"$1,246.00",97.73759,121.781,121.928,$122.11,0.15%,12243340,41876939.41,1302.51,5.22E+10
1-Sep-10,121.69,"$1,246.50",97.73653,121.8286,121.702,$121.69,-0.01%,11868731,41925807.68,1304.03,5.22E+10
2-Sep-10,122.28,"$1,248.50",97.73552,122.0228,122.326,$122.29,-0.03%,6991668,41632601.12,1294.91,5.20E+10
3-Sep-10,121.87,"$1,240.50",97.7342,121.2393,121.982,$121.85,-0.11%,9070955,41617619.74,1294.44,5.16E+10
6-Sep-10,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
7-Sep-10,122.7,"$1,256.75",97.73002,122.8222,122.896,$122.67,-0.18%,8842305,41617619.74,1294.44,5.23E+10
8-Sep-10,122.73,"$1,255.00",97.72893,122.6498,122.699,$122.72,0.02%,9772041,41617619.74,1294.44,5.22E+10
9-Sep-10,121.56,"$1,255.00",97.72786,122.6485,121.886,$121.55,-0.28%,13741571,41588301.38,1293.53,5.22E+10
10-Sep-10,121.73,"$1,246.50",97.72671,121.8163,121.631,$121.74,0.09%,12254,41588301.38,1293.53,5.18E+10
13-Sep-10,121.65,"$1,243.75",97.72346,121.5436,121.656,$121.65,0.00%,9674082,41558984.34,1292.62,5.17E+10
14-Sep-10,123.98,"$1,265.50",97.72267,123.668,124.352,$124.02,-0.27%,24503851,41754429.68,1298.7,5.28E+10
15-Sep-10,123.91,"$1,267.00",97.72162,123.8133,123.911,$123.94,0.02%,11427133,41627391.58,1294.75,5.27E+10
16-Sep-10,124.63,"$1,272.50",97.72063,124.3495,124.496,$124.63,0.11%,12146558,41627391.58,1294.75,5.30E+10
17-Sep-10,124.58,"$1,274.00",97.71958,124.4947,124.729,$124.58,-0.12%,11790880,41822830.74,1300.83,5.33E+10
20-Sep-10,124.88,"$1,279.25",97.71646,125.0038,124.921,$124.85,-0.06%,8474370,41940090.49,1304.47,5.36E+10
21-Sep-10,126.01,"$1,275.00",97.71531,124.587,125.271,$126.02,0.60%,20247672,41930319.19,1304.17,5.34E+10
22-Sep-10,126.2,"$1,293.50",97.71459,126.3938,126.13,$126.23,0.08%,11113773,41930319.19,1304.17,5.42E+10
23-Sep-10,126.3,"$1,290.75",97.71347,126.1237,126.324,$126.29,-0.03%,9400737,41842377.06,1301.43,5.40E+10
24-Sep-10,126.69,"$1,297.00",97.71252,126.7331,126.762,$126.66,-0.08%,14874033,41813063.31,1300.52,5.42E+10
27-Sep-10,126.72,"$1,297.00",97.70931,126.729,126.709,$126.71,0.00%,11906000,41813063.31,1300.52,5.42E+10
28-Sep-10,127.88,"$1,294.00",97.70817,126.4344,127.724,$127.88,0.12%,11835100,41979167.2,1305.69,5.43E+10
29-Sep-10,127.95,"$1,307.50",97.70742,127.7525,127.967,$127.97,0.00%,11958400,41979167.2,1305.69,5.49E+10
30-Sep-10,127.91,"$1,307.00",97.70634,127.7022,127.937,$127.90,-0.03%,19193126,41949855.29,1304.78,5.48E+10
1-Oct-10,128.91,"$1,316.25",97.7055,128.6049,128.62,$128.92,0.23%,17118340,41871690.89,1302.34,5.51E+10
4-Oct-10,128.46,"$1,313.50",97.70221,128.3319,128.508,$128.47,-0.03%,8345772,41857791.69,1301.91,5.50E+10
5-Oct-10,130.99,"$1,330.50",97.70121,129.9915,130.939,$131.00,0.05%,17430808,41857791.69,1301.91,5.57E+10
6-Oct-10,131.81,"$1,346.50",97.70021,131.5533,131.631,$131.77,0.11%,16096060,41857791.69,1301.91,5.64E+10
7-Oct-10,130.37,"$1,345.00",97.69913,131.4053,130.497,$130.38,-0.09%,11682700,41427915.52,1288.54,5.57E+10
8-Oct-10,131.65,"$1,341.50",97.69804,131.0619,131.365,$131.62,0.19%,12013400,41418145.72,1288.24,5.56E+10
11-Oct-10,132.28,"$1,351.50",97.69491,132.0347,132.171,$132.31,0.10%,12131300,41388837.25,1287.33,5.59E+10
12-Oct-10,131.96,"$1,348.50",97.69381,131.7401,131.838,$131.97,0.10%,12159600,41388837.25,1287.33,5.58E+10
13-Oct-10,134.09,"$1,365.50",97.69291,133.3997,133.83,$134.07,0.18%,12176800,41320452.21,1285.2,5.64E+10
14-Oct-10,134.76,"$1,373.25",97.69192,134.1554,134.561,$134.76,0.15%,19856324,41935911.3,1304.34,5.76E+10
15-Oct-10,133.68,"$1,367.50",97.69079,133.5922,133.367,$133.69,0.24%,26162220,41857758.67,1301.91,5.72E+10
18-Oct-10,134.31,"$1,367.25",97.68757,133.5633,133.998,$134.32,0.24%,12233143,41828452.4,1301,5.72E+10
19-Oct-10,130.11,"$1,339.00",97.68609,130.8017,130.147,$130.13,-0.01%,25275358,41799146.57,1300.09,5.60E+10
20-Oct-10,131.32,"$1,339.00",97.68502,130.8002,131.416,$131.32,-0.07%,12527706,41769841.07,1299.18,5.59E+10
21-Oct-10,129.47,"$1,343.50",97.68402,131.2385,129.324,$129.46,0.11%,21787683,41740535.86,1298.27,5.61E+10
22-Oct-10,129.72,"$1,322.50",97.68258,129.1852,129.566,$129.72,0.12%,11887889,41740535.86,1298.27,5.52E+10
25-Oct-10,130.87,"$1,337.50",97.67967,130.6466,131.008,$130.86,-0.11%,12138530,41740535.86,1298.27,5.58E+10
26-Oct-10,130.88,"$1,329.50",97.67844,129.8635,130.791,$130.88,0.07%,10585538,41740535.86,1298.27,5.55E+10
27-Oct-10,129.52,"$1,324.50",97.67726,129.3735,129.491,$129.49,0.00%,16102924,41740535.86,1298.27,5.53E+10
28-Oct-10,131.24,"$1,333.50",97.67639,130.2515,131.15,$131.22,0.05%,15888172,41574486,1293.1,5.54E+10
29-Oct-10,132.64,"$1,346.75",97.67562,131.5446,132.497,$132.62,0.09%,13950443,41574486,1293.1,5.60E+10
1-Nov-10,131.92,"$1,354.50",97.67261,132.2975,131.946,$131.92,-0.02%,12422362,41574486,1293.1,5.63E+10
2-Nov-10,132.47,"$1,351.00",97.67144,131.9541,132.491,$132.47,-0.02%,9375524,41545184.57,1292.19,5.61E+10
3-Nov-10,131.57,"$1,345.50",97.67023,131.4153,131.464,$131.64,0.13%,31568243,41545184.57,1292.19,5.59E+10
4-Nov-10,136.03,"$1,381.00",97.67011,134.8824,136.094,$135.98,-0.08%,23290560,41545184.57,1292.19,5.74E+10
5-Nov-10,136.38,"$1,395.50",97.66943,136.2977,136.327,$136.32,-0.01%,20296967,41531577.31,1291.77,5.80E+10
8-Nov-10,137.78,"$1,388.50",97.66618,135.6095,137.66,$137.75,0.07%,17276993,41609710.25,1294.2,5.78E+10
9-Nov-10,135.59,"$1,421.00",97.66532,138.7824,136.927,$135.63,-0.95%,39249351,41570644.12,1292.98,5.91E+10
10-Nov-10,137.18,"$1,390.50",97.66403,135.8018,137.15,$137.18,0.02%,28435148,41531578.51,1291.77,5.77E+10
11-Nov-10,137.64,"$1,398.50",97.66302,136.5817,137.451,$137.63,0.13%,15342730,41502279.61,1290.86,5.80E+10
12-Nov-10,133.69,"$1,388.50",97.66186,135.6035,133.553,$133.66,0.08%,35862740,41502279.61,1290.86,5.76E+10
15-Nov-10,132.5,"$1,368.50",97.65842,133.6456,133.265,$132.51,-0.57%,15006817,41502279.61,1290.86,5.68E+10
16-Nov-10,130.99,"$1,349.00",97.65711,131.7394,130.831,$130.99,0.12%,31507037,41502279.61,1290.86,5.60E+10
17-Nov-10,130.38,"$1,337.50",97.65588,130.6147,130.39,$130.42,0.02%,15777205,41502279.61,1290.86,5.55E+10
18-Nov-10,132.1,"$1,350.25",97.65499,131.8587,132.313,$132.10,-0.16%,15955725,41355797.12,1286.3,5.58E+10
19-Nov-10,132.2,"$1,342.50",97.6538,131.1002,132.155,$132.18,0.02%,14141683,41453450.92,1289.34,5.56E+10
22-Nov-10,133.48,"$1,356.50",97.65084,132.4634,133.04,$133.44,0.30%,12984578,41316739.74,1285.08,5.60E+10
23-Nov-10,134.38,"$1,377.50",97.65014,134.5131,134.454,$134.38,-0.06%,18190368,41316739.74,1285.08,5.69E+10
24-Nov-10,134.18,"$1,372.50",97.64898,134.0232,134.121,$134.16,0.03%,8840651,41316739.74,1285.08,5.67E+10
25-Nov-10,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
26-Nov-10,133.15,"$1,355.00",97.64649,132.311,133.121,$133.08,-0.03%,7814623,41316739.74,1285.08,5.60E+10
29-Nov-10,133.49,"$1,357.00",97.64332,132.502,133.508,$133.50,-0.01%,13959145,41365561.4,1286.6,5.61E+10
30-Nov-10,135.42,"$1,383.50",97.64287,135.0889,135.079,$135.36,0.21%,16617096,41365561.4,1286.6,5.72E+10
1-Dec-10,135.38,"$1,385.50",97.64184,135.2828,135.615,$135.41,-0.15%,16838449,41599901.82,1293.89,5.76E+10
2-Dec-10,135.2,"$1,389.00",97.64086,135.6232,135.233,$135.20,-0.02%,17561923,41746363.11,1298.45,5.80E+10
3-Dec-10,138.03,"$1,403.50",97.64014,137.0379,137.497,$138.06,0.41%,16513076,41732948.79,1298.03,5.86E+10
6-Dec-10,139.17,"$1,415.25",97.63698,138.1807,138.381,$139.16,0.56%,15586039,41732948.79,1298.03,5.91E+10
7-Dec-10,136.5,"$1,420.00",97.63593,138.643,137.374,$136.50,-0.64%,26480371,41723185.2,1297.73,5.92E+10
8-Dec-10,134.79,"$1,385.50",97.63467,135.2728,134.99,$134.80,-0.14%,23429479,41645077.46,1295.3,5.77E+10
9-Dec-10,135.31,"$1,391.25",97.63364,135.8328,135.457,$135.32,-0.10%,14096448,41596260.64,1293.78,5.79E+10
10-Dec-10,135.39,"$1,375.25",97.63245,134.269,135.367,$135.41,0.03%,11888655,41469338.46,1289.83,5.70E+10
13-Dec-10,136.05,"$1,399.00",97.62947,136.5836,136.349,$136.06,-0.21%,11888655,41469338.46,1289.83,5.80E+10
14-Dec-10,136.18,"$1,394.50",97.62835,136.1427,136.494,$136.20,-0.22%,17352520,41371710.11,1286.79,5.77E+10
15-Dec-10,134.7,"$1,388.75",97.62722,135.5798,134.999,$134.75,-0.18%,14905469,41352184.66,1286.19,5.74E+10
16-Dec-10,133.84,"$1,363.00",97.62583,133.064,133.445,$133.80,0.27%,23636542,41274084,1283.76,5.62E+10
17-Dec-10,134.19,"$1,368.50",97.62483,133.5996,134.449,$134.21,-0.18%,17140460,41762208.15,1298.94,5.71E+10
20-Dec-10,135.11,"$1,380.00",97.6218,134.7181,135.157,$135.10,-0.04%,14097150,41762208.15,1298.94,5.76E+10
21-Dec-10,135.32,"$1,383.00",97.62078,135.0095,135.449,$135.26,-0.14%,10284476,41732921.91,1298.03,5.77E+10
22-Dec-10,135.05,"$1,387.00",97.61977,135.3986,135.252,$135.03,-0.16%,7296520,41430300.63,1288.62,5.74E+10
23-Dec-10,134.66,"$1,373.50",97.61847,134.079,134.665,$134.64,-0.02%,8689859,41313158.46,1284.97,5.67E+10
24-Dec-10,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
27-Dec-10,135.02,"$1,373.50",97.61432,134.7566,135.001,$135.01,0.01%,17284700,41313158.46,1284.97,5.70E+10
28-Dec-10,137.22,"$1,373.50",97.61325,134.7551,137.274,$137.22,-0.04%,10109510,41283874.49,1284.06,5.70E+10
29-Dec-10,137.71,"$1,412.50",97.61287,137.8782,137.742,$137.69,-0.04%,8050998,41283874.49,1284.06,5.83E+10
30-Dec-10,137.03,"$1,405.50",97.61165,137.1932,137.154,$137.05,-0.08%,5731700,41176501.67,1280.72,5.79E+10
31-Dec-10,138.72,"$1,405.50",97.61069,137.6555,138.5,$138.73,0.17%,9283370,41176501.67,1280.72,5.80E+10
3-Jan-11,138,"$1,405.50",97.60748,137.6509,138.241,$138.00,-0.17%,11436834,41176501.67,1280.72,5.80E+10
4-Jan-11,134.75,"$1,388.50",97.60584,135.5257,134.734,$134.73,0.00%,26122789,41039853.5,1276.47,5.70E+10
5-Jan-11,134.37,"$1,368.00",97.60419,133.5225,134.078,$134.38,0.23%,16669236,40917984.67,1272.68,5.60E+10
6-Jan-11,133.83,"$1,368.50",97.60312,133.5699,133.835,$133.86,0.02%,15946488,40917984.67,1272.68,5.60E+10
7-Jan-11,133.59,"$1,367.00",97.60205,133.422,133.788,$133.60,-0.14%,16749073,40869183.64,1271.16,5.59E+10
10-Jan-11,134.12,"$1,368.25",97.59885,133.5396,134.102,$134.14,0.03%,7939554,40917983.07,1272.68,5.60E+10
11-Jan-11,134.87,"$1,374.00",97.59782,134.0994,134.984,$134.91,-0.05%,10263589,40878943.94,1271.47,5.62E+10
12-Jan-11,135.46,"$1,378.75",97.5968,134.5616,135.467,$135.43,-0.03%,11005306,40878943.94,1271.47,5.64E+10
13-Jan-11,134.05,"$1,381.50",97.59575,134.8285,134.458,$133.99,-0.35%,14282495,40673992.87,1265.09,5.62E+10
14-Jan-11,132.73,"$1,367.00",97.59453,133.4117,132.707,$132.69,-0.01%,21219514,40488563.26,1259.33,5.53E+10
17-Jan-11,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
18-Jan-11,133.43,"$1,369.50",97.59029,133.6499,133.253,$133.42,0.13%,11581903,40410491.03,1256.9,5.53E+10
19-Jan-11,133.72,"$1,372.00",97.58926,133.8925,133.454,$133.72,0.20%,11779047,40234830.36,1251.43,5.52E+10
20-Jan-11,131.04,"$1,345.50",97.58778,131.3044,131.889,$131.16,-0.55%,24330612,40234830.36,1251.43,5.41E+10
21-Jan-11,131.06,"$1,343.50",97.58668,131.1077,131.11,$131.03,-0.06%,19430367,40888661.11,1271.77,5.49E+10
24-Jan-11,130.36,"$1,343.00",97.58346,131.0546,130.493,$130.32,-0.13%,14899809,40537360.66,1260.84,5.44E+10
25-Jan-11,130.07,"$1,324.00",97.58202,129.1986,129.843,$130.10,0.20%,22217215,39532265.85,1229.58,5.23E+10
26-Jan-11,131.15,"$1,328.00",97.58103,129.5876,130.772,$131.14,0.28%,20530040,39532265.85,1229.58,5.25E+10
27-Jan-11,127.94,"$1,334.50",97.58011,130.2207,128.132,$127.94,-0.15%,32978421,39434685.74,1226.55,5.26E+10
28-Jan-11,130.28,"$1,319.00",97.57868,128.7063,130.52,$130.32,-0.15%,28046459,39356622.8,1224.12,5.19E+10
31-Jan-11,129.87,"$1,327.00",97.57568,129.4829,129.738,$129.89,0.12%,28046459,39454198.48,1227.15,5.23E+10
1-Feb-11,130.8,"$1,331.50",97.57472,129.9207,130.568,$130.76,0.15%,15362650,39454198.48,1227.15,5.25E+10
2-Feb-11,130.46,"$1,337.00",97.5738,130.4562,130.199,$130.44,0.19%,10139969,39454198.48,1227.15,5.27E+10
3-Feb-11,132.2,"$1,328.00",97.57248,129.5763,132.002,$132.18,0.13%,17358166,39522499.21,1229.28,5.25E+10
4-Feb-11,131.61,"$1,355.00",97.57217,132.2103,131.629,$131.64,0.01%,15195840,39509197.04,1228.86,5.35E+10
7-Feb-11,131.64,"$1,347.50",97.56892,131.4741,131.74,$131.68,-0.05%,16729200,39509197.04,1228.86,5.32E+10
8-Feb-11,133.13,"$1,363.50",97.56796,133.0339,133.045,$133.12,0.06%,16190543,39499440.25,1228.56,5.39E+10
9-Feb-11,133.07,"$1,365.00",97.5669,133.1788,132.939,$133.09,0.11%,10129979,39431143.42,1226.44,5.38E+10
10-Feb-11,132.85,"$1,353.25",97.56573,132.0308,132.819,$132.92,0.08%,7983338,39401873.7,1225.53,5.33E+10
11-Feb-11,132.35,"$1,364.00",97.56476,133.0783,132.457,$132.32,-0.10%,9889567,39401873.7,1225.53,5.37E+10
14-Feb-11,132.95,"$1,365.00",97.56156,133.1715,132.933,$132.92,-0.01%,10422456,39401873.7,1225.53,5.38E+10
15-Feb-11,133.97,"$1,372.75",97.56058,133.9263,134.102,$133.95,-0.11%,10171403,39353093.41,1224.01,5.40E+10
16-Feb-11,134.1,"$1,371.25",97.5595,133.7785,134.162,$134.13,-0.02%,12816813,39353093.41,1224.01,5.40E+10
17-Feb-11,135.04,"$1,379.00",97.55853,134.5332,135.082,$135.01,-0.05%,11308700,39353093.41,1224.01,5.43E+10
18-Feb-11,135.41,"$1,383.50",97.55752,134.9708,135.293,$135.36,0.05%,15854569,39323826.15,1223.1,5.44E+10
21-Feb-11,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY,HOLIDAY
